U,A_j,alpha,threshold,mean_I,median_I,std_I
0.6,3.0,0.75,0.2,0.4853001624188042,0.48261943041071165,0.16225032405647635
0.6,3.0,0.75,0.3,0.3108159061330318,0.2991621187100144,0.14875101302535879
0.6,3.0,1.0,0.1,0.6209994133827481,0.630268716620086,0.137475765566229
0.6,3.0,1.0,0.2,0.4432048849666733,0.42672646165013123,0.1614255310387035
0.6,3.0,1.0,0.3,0.3224036098513185,0.30174885593750844,0.1666731644082412
0.6,3.5,0.0,0.1,0.6158658561239032,0.6139265713077973,0.15819114557215527
0.6,3.5,0.0,0.2,0.4727360264594294,0.48104587937951127,0.14814571321564612
0.6,3.5,0.0,0.3,0.3230355675008947,0.3096716329366256,0.1623038226673393
0.6,3.5,0.25,0.1,0.6087955392487078,0.6072369460789431,0.1225104415850794
0.6,3.5,0.25,0.2,0.4633138788377223,0.4509329412556644,0.15717395256310662
0.6,3.5,0.25,0.3,0.3146935139761793,0.3214618114575535,0.16009111899267706
0.6,3.5,0.5,0.1,0.6150074285636894,0.6156117608177418,0.14484286124320175
0.6,3.5,0.5,0.2,0.4475267953472184,0.4211600121853908,0.17319242189614018
0.6,3.5,0.5,0.3,0.3070363835067593,0.28658292946943015,0.1769767228644957
0.6,3.5,0.75,0.1,0.6229480183480599,0.632064756134851,0.15586484373077797
0.6,3.5,0.75,0.2,0.41882740949997016,0.4145575973736534,0.14830550214167443
0.6,3.5,0.75,0.3,0.32220528875026544,0.28557108716210683,0.1497273202588476
0.6,3.5,1.0,0.1,0.6078497030557104,0.6191050873659705,0.1385964848730035
0.6,3.5,1.0,0.2,0.47513805103784895,0.47020161031259444,0.17073872001474685
0.6,3.5,1.0,0.3,0.3485518594664703,0.3118161816379804,0.19129808403898318
0.6,4.0,0.0,0.1,0.6276531297309821,0.6060907749280318,0.1359188313488168
0.6,4.0,0.0,0.2,0.44375663362898393,0.45250621767624866,0.1551661580247762
0.6,4.0,0.0,0.3,0.3194163212177873,0.32584731815157875,0.16900732834847218
0.6,4.0,0.25,0.1,0.6068996858224353,0.6018024926265071,0.13590347729187519
0.6,4.0,0.25,0.2,0.47068984914776557,0.45348776955240466,0.15895681736632314
0.6,4.0,0.25,0.3,0.32519766248852067,0.28106918546061477,0.18073350742286062
0.6,4.0,0.5,0.1,0.6302334689778385,0.6337987289427776,0.1305997011526283
0.6,4.0,0.5,0.2,0.45309108867576503,0.47174057951789505,0.16047727596054806
0.6,4.0,0.5,0.3,0.3013038267681173,0.25111208913080507,0.16211918066094239
0.6,4.0,0.75,0.1,0.6096139734888699,0.6196874890045481,0.14106788461480177
0.6,4.0,0.75,0.2,0.4348840343968922,0.4472167634515709,0.16274153981489217
0.6,4.0,0.75,0.3,0.34147424951285577,0.35644470269437845,0.17415991006133827
0.6,4.0,1.0,0.1,0.6105275101690877,0.6079165671612802,0.13979610116150568
0.6,4.0,1.0,0.2,0.4286524874006464,0.4249182008337919,0.14993028224797897
0.6,4.0,1.0,0.3,0.28982547872455006,0.29187798226360573,0.14134185402975397
0.6,4.5,0.0,0.1,0.5926221153243789,0.5786302559785544,0.1334157847253465
0.6,4.5,0.0,0.2,0.4271315473631607,0.4259479085093992,0.15051157418666544
0.6,4.5,0.0,0.3,0.28247015372528134,0.2531305907155036,0.1578257599537464
0.6,4.5,0.25,0.1,0.5762693388873555,0.573987256344102,0.13141514015267375
0.6,4.5,0.25,0.2,0.42531814818148783,0.41241986213825776,0.1610573883144476
0.6,4.5,0.25,0.3,0.2833005590904698,0.24637039632731894,0.15043751866144026
0.6,4.5,0.5,0.1,0.5733668623382723,0.5766491405427121,0.14278439002471763
0.6,4.5,0.5,0.2,0.40389003835451653,0.3936700827553326,0.14763056263414776
0.6,4.5,0.5,0.3,0.33169620176612724,0.3070968860584689,0.16815622135492378
0.6,4.5,0.75,0.1,0.5855522775645654,0.602201732961197,0.13194040124993536
0.6,4.5,0.75,0.2,0.42534804822709477,0.42686086437156445,0.16160393531306924
0.6,4.5,0.75,0.3,0.3022482680969212,0.2703015428583412,0.171838944067573
0.6,4.5,1.0,0.1,0.5705024898908531,0.556832508931772,0.14905551437935613
0.6,4.5,1.0,0.2,0.39622873864424607,0.39623250354463174,0.15145429696561907
0.6,4.5,1.0,0.3,0.2940857272762719,0.26183077126500637,0.16064867437329108
0.6,5.0,0.0,0.1,0.5621975814917739,0.5581978269181065,0.13664187196393301
0.6,5.0,0.0,0.2,0.39855123820400024,0.4108553149673648,0.16251598105019743
0.6,5.0,0.0,0.3,0.27740945454361854,0.272488219002585,0.14774528444604143
0.6,5.0,0.25,0.1,0.5581604049663551,0.5536978751782906,0.1334071075569223
0.6,5.0,0.25,0.2,0.3871841591323053,0.3576377588835953,0.1400911538648887
